"ID_reference","Reference"
236,"Fontana, L. (2019). Evaluación de parámetros de calidad en semillas y plantas de Prosopis alba de distintas procedencias [UNIVERSIDAD NACIONAL DEL NORDESTE. FACULTAD DE CIENCIAS AGRARIAS]. https://repositorio.unne.edu.ar/bitstream/handle/123456789/3792/RIUNNE_TM_Fontana_L.pdf?sequence=1&isAllowed=y"
237,"Salazar, C. (1998). CARACTERIZACION DE SEMILLAS DE Quillaja saponaria Mol., PARA DISTINTAS PROCEDENCIAS DE LA OCTAVA REGION. [Universidad de Concepción. Facultad de Ciencias Forestales. Departamento Silvicultura]. http://repositorio.udec.cl/xmlui/bitstream/handle/11594/8462/1998_CRISTIAN_ALEJANDRO_SALAZAR_JULIEN.Image.Marked%20-%201.pdf?sequence=1&isAllowed=y"
238,"Benedetti, S., Delarte, C., Gonzales, M., & Roach, F. (2000). Monografía de Quillay Quillaja saponaria. INFOR. https://bibliotecadigital.infor.cl/handle/20.500.12220/820"
239,"Pinzon, L., & Vargas, O. (2007). EVALUACIÓN DE LA PREDACIÓN DE SEMILLAS EN LA REGIÓN DEL EMBALSE DE CHISACÁ. En Restauración Ecológica del bosque altoandino. Estudios diagnósticos y experimentales en los alrededores del Embalse de Chisacá (Localidad de Usme, Bogotá D.C) (pp. 280-295). Universidad Nacional de Colombia. https://www.researchgate.net/publication/267028940_Evaluacion_de_la_predacion_de_semillas_en_la_region_del_Embalse_de_Chisaca"
240,"Massini, A., Rovere, A., & Pirk, G. (2016). Germinación de Gutierrezia solbrigii y Senecio subulatus, asteráceas endémicas de Argentina. Phyton (B. Aires), 85(2). http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-56572016000200020"
241,"Villarpando, D., Villarpando, P., & Villalobos, J. (2011). FICHAS BOTANICAS DE ESPECIES AGROFORESTALES NATIVAS APTAS PARA TIERRAS ALTOANDINAS. Proyecto de Adaptación al Impacto del Retroceso Acelerado de los Glaciares en los Andes Tropicales (PRAA). http://www.ecosaf.org/altiplano/Fichas%20botanicas%20CARE.pdf"
242,"Pino, P. (2010). Caraterizacion de Sophora macrocarpa J.E.SM (fabaceae) y su aceite para uso agroindustria [Universidad de Concepción. Facultad de Agronomia]. http://repositorio.udec.cl/handle/11594/1585"
243,"Paredes, D. (2011). Alternativas de protección de suelos en la Microcuenca Yahuarcocha mediante siembra directa de tres especies caesalpinia spinosa, acacia macracantha y schinus molle, en zanjas de infiltración [Universidad Técnica del Norte]. http://repositorio.utn.edu.ec/bitstream/123456789/205/2/03%20REC%20103%20TESIS.pdf"
244,"Mendoza, R. (2015). EVALUACION GERMINATIVA DE LA SEMILLA DE TARA (Caesalpinia spinosa (Molina) Kuntze) BAJO EL EFECTO DE DOS TRATAMIENTOS PRE GERMINATIVOS Y TRES DIFERENTES NIVELES DE SUSTRATOS EN LA COMUNIDAD DE INQUISIV [UNIVERSIDAD MAYOR DE SAN ANDRÉS. FACULTAD DE AGRONOMÍA, CARRERA DE INGENIERÍA AGRONÓMICA]. https://repositorio.umsa.bo/bitstream/handle/123456789/5734/T-2083.pdf?sequence=3"
245,"Cabello, A., & Suazo, D. (2012). Efecto de la temperatura de cultivo sobre la germinación de mericarpos y semillas de Tarasa umbellata. Jardín Botánico Chagual, 10, 69-75."
247,"Guenuleo, B., Torrego, S., Stefe, S., Neranzi, F., Nehuen, E., Naón, S., Cardozo, M., Martínez, E., Ochoa, J., & Puntieri, J. (2020). Características morfo-arquitecturales y fenológicas de Ugni molinae (Myrtaceae): Una especie arbustiva andino-patagónica con frutos comestibles. Bol. Soc. Argent. Bot., 55(2), 215-230. https://rid.unrn.edu.ar/bitstream/20.500.12049/4570/3/U%c3%b1i%20art%c3%adculo%20en%20el%20Bol%20SA%20Bot.pdf"
248,"Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/"
249,"Benedetti, S. (2012a). Monografía de ESPINO Acacia caven (Mol.) Mol. Programa de Investigación de Productos Forestales no Madereros. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/20248/30781-2.pdf;jsessionid=8EDDDD8531AA51E873C69CD508833582?sequence=1"
250,"Riedemann, P., & Aldunate, G. (2014). Flora Nativa de Valor Ornamental, Identificación y Propagación: Chile, Zona centro. Corporación Jardín Botánico Chagual. Chile."
251,"POWO. (En línea). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. Royal Botanic Gardens, Kew. https://powo.science.kew.org/cite-us"
252,"Macaya, J., Teillier, S., & Serra, M. (En línea). ENCICLOPEDIA ILUSTRADA DE LAS ESPECIES DE PLANTAS EXÓTICAS QUE SE CULTIVAN EN CHILE. Chloris Chilensis. https://www.chlorischile.cl/enciclopedia%20macaya/index%20enciclopedia.htm"
253,"Eyzaguirre, M., Van de Wyngard, M., Garcia, R., von Fürstenberg, P., & Donoso, G. (En línea). Catálogo fotográfico de plantas silvestres en Chile. Fundación RA Philippi de Estudios Naturales. https://fundacionphilippi.cl/catalogo/"
254,"Hoffmann, A. (1997). Flora silvestre de Chile, zona araucana (Fundación Claudio Gay)."
255,"Barrera, E., Meza, I., & Serra, M. (2001). Epidermis foliar de Euphorbiaceae presentes en Chile, aporte a la ubicación sistemática de Avellanita bustillosii Phil. Revista del Museo Nacional. Museo Nacional Chile, 50, 7-19."
256,"Hoffmann, A. (1979). Flora Silvestre de Chile, zona central. Fundación Claudio Gay."
257,"Burkart, A. (1967). Sinopsis del género sudamericano de Leguminosas Adesmia DC. (Contribución al estudio del género Adesmia, VII). Darwiniana, 14(2/3), 463-568. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/23213858.pdf?refreqid=excelsior%3A9d5ea82b8c10b28f87a100bcc539ee2d&ab_segments=&origin="
258,"Lam, A. (2004). ESTUDIO QUÍMICO BIOGUIADO DE LOS EXTRACTOS CON ACTIVIDAD ANALGÉSICA Y ANTIINFLAMATORIA DE Adesmia atacamensis Phil. [Universidad de Chile]. https://repositorio.uchile.cl/handle/2250/105396"
259,"Philippi, R. (2008). Viaje al desierto de Atacama. Cámara Chilena de la Construcción: Pontificia Universidad Católica de Chile: Dirección de Bibliotecas, archivos y Museos. http://www.bibliotecanacionaldigital.gob.cl/colecciones/BND/00/SM/SM0000583.pdf"
260,"Gandullo, R., Siffredi, G., & Velasco, V. (2016). Guia para el reconocimiento de especies del norte neuquino. INTA. https://inta.gob.ar/sites/default/files/guia_reconocimiento_nnq_final_0.pdf"
261,"Nagahama, N., González, S., Gastaldi, B., Ladio, A., Mazzoni, A., Fortunato, R., Sánchez, G., & Sofrás, F. (2017). Red de Seguridad Alimentaria Grupo ad hoc Adesmia boronioides Hook. F (p. 29). Red de Seguridad Alimentaria CONICET. https://doi.org/10.13140/RG.2.2.32295.91041"
262,"Teillier, S., Lorenz, M., & Macaya, J. (2016). HALLAZGO DE ADESMIA VISCOSA GILLIES EX HOOK. ET ARN. , UNA ESPECIE POCO FRECUENTE DEL VALLE DEL TINGUIRIRICA, PROVINCIA DE COLCHAGUA, REGIÓN DE O’HIGGINS, CHILE. Chloris Chilensis, 19(1). https://www.chlorischile.cl/adesmia-viscosa%20web/adesmia%20viscosa-web.htm"
263,"Riedemann, P., Aldunate, G., & Teillier, S. (2019). Flora Nativa de Valor Ornamental, Identificación y Propagación: Chile, Zona cordillera de los andes. Corporación Jardín Botánico Chagual. Chile."
264,"Instituto Botanico Darwinion. (En Línea). Flora del Conosur. Catalogo de las Plantas Vasculares. INSTITUTO DE BOTÁNICA DARWINION. http://www.darwin.edu.ar/"
265,"Espejo, J. (2019). Descripción de una población de Adesmia loudonia Hook. Et Arn (Fabaceae) en la Región del Bío Bío (Chile): Un nuevo límite sur para la especie. Chloris Chilensis, 22(2). https://www.chlorischile.cl/adesmia%20loudonia-espejo%20web/espejo-Adesmia%20loudonia-web.htm"
266,"Reiche, C. (1905). Flora de Chile. Estudios críticos sobre la Flora de Chile (Vol. 4). Anales de la Universidad de Chile. http://flora.huh.harvard.edu/FloraData/060/PDF/ChileVolume4-Part1.pdf"
267,"Abello, L., & Macaya, J. (2013). Hallazgo de Adesmia pirionii I.M. Johnst. (Fabaceae) en Alhué, cajón del Pichi, cordillera de la Costa, Alhué, Región Metropolitana, Chile. Chloris Chilensis, 16(1). https://www.chlorischile.cl/Notabreve/adesmia%20pirioinii/Adesmia%20%20pirionii%20web.htm"
268,"Muñoz-Schick, M., Eyzaguirre, M., & Moreira-Muñoz, A. (2016). NUEVOS ANTECEDENTES ACERCA DE LA ESPECIE ENDÉMICA DE CHILE ADESMIA VISCOSA GILLIES EX HOOK. ET ARN. (FABACEAE). Boletín del Museo Nacional de Historia Natural, Chile, 65, 307-311. https://publicaciones.mnhn.gob.cl/668/articles-73663_archivo_01.pdf"
269,"Donoso, C. (1983). ARBOLES NATIVOS DE CHILE. Guía de Reconocimiento. Alborada. https://bibliotecadigital.infor.cl/handle/20.500.12220/5016"
270,"Castillo, L., & Dey, J. (1908). Jeografia vejetal del rio valdivia y sus inmediaciones (2.a ed.). Imprenta Cervantes. https://bibdigital.rjb.csic.es/medias/91/1f/7c/71/911f7c71-dc57-440e-9947-a6082611feb8/files/5087.pdf"
271,"Faundez, L., Faundez, A., & Flores, R. (2009d). MANUAL PARA EL RECONOCIMIENTO DE ESPECIES DEL D.S. N°68/2009 MINAGRI, PRESENTES EN LA REGIÓN DE COQUIMBO. CONAF. https://investigacion.conaf.cl/archivos/repositorio_documento/2021/08/Coquimbo.pdf"
272,"Sanchez, J. (2016). Contribución al conocimiento de los géneros Phyla Lour., Lippia L. y Aloysia Palau (Verbenaceae) en España. Bouteloua, 23, 85-94. https://dialnet.unirioja.es/servlet/articulo?codigo=5452819"
273,"Perez, E. (2009). Tiliaceae. En FLORA DEL BAJÍOY DE REGIONES ADYACENTES (Vol. 160, p. 50). Instituto de Ecologia. https://libros.inecol.mx/index.php/FB/catalog/book/2009.160"
274,"Bassols, G., & Gurni, A. (1998). Posibles Adulterantes del Poleo (Lippia Turbinata Griseb., Verbenaceae). Acta Farm. Bonaerense, 17(3), 191-196."
275,"Leticia, G. (2006). Variaciones fitoquímicas en aceites esenciales de especies medicinales del NE argentino: Aloysia gratissima (Gillies & Hook.) Tronc. Var. Gratissima; Aloysia virgata var. Platyphylla (Briquet) Moldenke y Lippia alba (Miller) N. E. Brown [UNIVERSIDAD NACIONAL DEL NORDESTE. FACULTAD DE CIENCIAS EXACTAS Y NATURALES Y AGRIMENSURA]. https://repositorio.unne.edu.ar/xmlui/bitstream/handle/123456789/28503/RIUNNE_FACENA_TD_%20Ricciardi_GA.pdf?sequence=1"
276,"Riedemann, P., Aldunate, G., & Teillier, S. (2016). Flora Nativa de Valor Ornamental, Identificación y Propagación: Chile, Zona norte. Corporación Jardín Botánico Chagual. Chile."
277,"Siedo, S. (2006). Systematics of Aloysia (Verbenaceae) [The University of Texas at Austin]. https://azkurs.org/pars_docs/refs/27/26916/26916.pdf"
278,"Botta, S. (1980). Las especies del género Acantholippia (Verbenaceae). Darwiniana, 22(4), 511-532."
279,"Gonzales, C. (2011b). Arquitectura foliar de las especies de Myrtaceae nativas de la flora Argentina II: Grupos “Myrteola” y “Pimenta”. Bol. Soc. Argent. Bot, 46(1-2). http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-23722011000100005"
280,"Fuenzalida, C. (2008). CARACTERIZACIÓN FÍSICA – QUÍMICA Y BOTÁNICA DE BERRIES DE MIRTÁCEAS NATIVAS DE LA CORDILLERA COSTERA DE LA PROVINCIA DE VALDIVIA, CHILE [Universidad Austral de Chile. Facultad de Ciencias]. http://cybertesis.uach.cl/tesis/uach/2008/fcf954c/doc/fcf954c.pdf"
281,"Cordero, S., Abello, L., & Galvez, F. (2017). Plantas silvestres comestibles y medicinales de Chile y otras partes del mundo. Guía de Campo. Corporación Chilena de la Madera. https://colegiodearqueologos.cl/wp-content/uploads/2017/11/guia-de-campo_plantas-silvestres-comestibles-y-medicinales-de-chile-y-otras-partes-del-mundo.pdf"
283,"Cabrera, A. (1951). Notas sobre Compuestas de la América Austral. Darwiniana, 9(3/4), 363-386. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/23211737.pdf?refreqid=excelsior%3Ac6666309c61ed53bedd28cd116fa8b4c&ab_segments=&origin=&initiator=&acceptTC=1"
284,"Orrego, F. (2013). Flores Silvestres de Chile. Flores del Norte Grande. Quad/Graphics S.A. http://www.biouls.cl/mlc/LibroFloresdelNorteGrande.pdf"
285,"Carranza, C., Yañez, L., & Roig, F. (2017). Efectos del cambio climático en las hojas de Araucaria araucana (Vol. 213). UNIVERSITARIOS POTOSINOS. https://www.researchgate.net/publication/320086166_Efectos_del_cambio_climatico_en_las_hojas_de_Araucaria_araucana"
286,"Tacon, A. (2017). Buenas Prácticas de Recolección Sustentable para Productos Forestales No Madereros Maqui {Aristotelia chilensis Mol.}: Cuaderno para Recolectoras y Recolectores (1.a ed.). Fundación para la Innovación Agraria. https://bibliotecadigital.fia.cl/bitstream/handle/20.500.11944/146014/03-Maqui-Digital.pdf?sequence=1&isAllowed=y"
287,"Barrera, E., & Meza, I. (1997). CARACTERÍSTICAS DE LA EPIDERMIS FOLIAR DE ÁRBOLES CHILENOS, III. SUBCLASE DILLENIIDAE. Bol. Mus. Nac. Hist. Nat. Chile, 46, 33-43"
288,"Valencia, L. (2018). DETERMINACIÓN DE PROPIEDADES TERMOFÍSICAS DEL FRUTO DE MAQUI (Aristotelia chilensis (Molina) Stuntz) DESHIDRATADO POR DIFERENTES MÉTODOS [Universidad de Chile. Facultad de Ciencias Quimicas y Farmaceuticas]. https://repositorio.uchile.cl/bitstream/handle/2250/173647/Determinacion-de-propiedades-termofisicas-del-fruto-de-maqui-aristotelia-chilensis.pdf?sequence=1&isAllowed=y"
289,"Finot, V., Villalobos, N., Figuroa, I., & Gonzalez, W. (2017). Guía ilustrada de la Flora Arbórea de la Universidad de Concepción Campus Chillán. Universidad de Concepción. https://ma.daemlinares.cl/wp-content/uploads/2019/07/Guia-Visual-Flora-Campus-Chillan-UdeC.pdf"
290,"Niemeyer, H., Bustamante, R., Simonetti, J., Teillier, S., Fuentes-Contreras, E., & Mella, J. (2002). HISTORIA NATURAL DE LA RESERVA NACIONAL RÍO CLARILLO: UN ESPACIO PARA APRENDER ECOLOGÍA. Impresos Socías. https://www.researchgate.net/publication/266579995_HISTORIA_NATURAL_DE_LA_RESERVA_NACIONAL_RIO_CLARILLO_UN_ESPACIO_PARA_APRENDER_ECOLOGIA"
291,"Benedetti, S. (2012b). Monografía de MAQUI Aristotelia chilensis (Mol.) Stuntz. Programa de Investigación de Productos Forestales no Madereros. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/20243/30776-2.pdf;jsessionid=4553BBAAD4DF7AA601E2E867829FEBA0?sequence=1"
292,"Galarce, G., & Trivelli, M. (2013). RESEÑA SOBRE FLORA Y VEGETACIÓN DE LA SERRANÍA EL ASIENTO (1.a ed.). Servicio Agrícola y Ganadero (SAG). https://www.sag.gob.cl/sites/default/files/flora_san_felipe_2013.pdf"
293,"Trivelli, M., & Huerta, J. (2014). Alcances sobre flora y vegetación de la Cordillera de los Andes: Región de Antofagasta. Ministerio de Agricultura. Servicio Agrícola y Ganadero. https://www.sag.gob.cl/sites/default/files/libro_sobre_flora.pdf"
294,"Kiesling, R. (2013). Flora de San Juan, Republica Argentina.: Vol. III (1.a ed.). Zeta. http://naturalis.fcnym.unlp.edu.ar/repositorio/_documentos/sipcyt/bfa004519.pdf"
295,"Bahamondes, P., Medina, P., & Mella, J. (2012). Guía de campo: Flora y fauna en Michilla, el tesoro y esperanza. Centro de Ecología Aplicada. https://bibliotecadigital.ciren.cl/handle/20.500.13082/31699"
296,"Rosas, M. (1989). El genero Atriplex (Chenopodiaceae) en Chile. Gayana Botánica, 46(1-2), 3-82. https://www.academia.edu/1633718/El_genero_Atriplex_Chenopodiaceae_en_Chile_The_genus_Atriplex_Chenopodiaceae_in_Chile_"
297,"López, P. A. M. (2010). CARACTERIZACIÓN AMBIENTAL Y ESTRUCTURAL DE LA POBLACIÓN DE Avellanita bustillosii Phil. (Euphorbiaceae), EN LA LOCALIDAD DE LO CHANCÓN, REGIÓN DEL LIBERTADOR BERNARDO O´HIGGINS [Universidad de Chile. Facultad de Ciencias Forestales y de la Conservación de la Naturaleza]. https://repositorio.uchile.cl/bitstream/handle/2250/151682/Caracterizacion-ambiental-y-estructural-de-la-poblacion-de-Avellanita-bustillosii-Phil-(Euphorbiaceae)-en-la-localidad-de-Lo-Chancon-Regio%CC%81n-del-Libertador-Bernardo-O-Higgins.pdf?sequence=1&isAllowed=y"
298,"Ricci, M., & Benoit, I. (2008). Plan Nacional de Conservación de la Avellanita, Avellanita bustillosii Phil. En Chile (p. 35). https://www.academia.edu/1741207/Estrategia_Nacional_de_Conservacion_de_Avellanita_bustillosii"
299,"Montenegro, P. (2018). EVOLUCIÓN DEL NICHO CLIMÁTICO Y DE RASGOS FUNCIONALES EN EL GÉNERO NEOTROPICAL DISYUNTO AZARA RUIZ & PAV [Universidad de Chile]. http://repositorio.conicyt.cl/bitstream/handle/10533/241933/Tesis%20DOC%20EBE%202019_Paz%20Montenegro.pdf?sequence=3"
300,"Rodriguez, R., Quezada, M., & Matthei, O. (2006). Azara integrifolia. Flora Arbórea de Chile. https://flora-arborea-chile.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=122244&cat=TAB_DESCRIPTION&epi=186"
301,"Salinas, J., Ovando, V., Acuña, B., & Diaz, E. (2011b). ESTÁNDARES DE PRODUCCIÓN VEGETATIVA EN PLANTAS DE Azara lanceolata Hook. F. EN LA REGIÓN DE AYSÉN. (Protocolo N.o 4; p. 12). INFOR- Sede patagonia. https://www.researchgate.net/publication/260435029_ESTANDARES_DE_PRODUCCION_VEGETATIVA_EN_PLANTAS_DE_Azara_lanceolata_Hook_f_EN_LA_REGION_DE_AYSEN"
302,"Salinas, J., Ovando, V., Acuña, B., & Diaz, E. (2011d). PROTOCOLO DE PRODUCCIÓN DE SIETE ESPECIES NATIVAS, CON FINES DE RESTAURACIÓN, EN LA REGIÓN DE AYSÉN (p. 82). INFOR- MINAGRI. http://transparencia.minagri.cl/descargas/2011/medios/INFOR/Siete-Protocolos-de-Produccion-de-Plantas-R-Aysen.pdf"
304,"Universidad Nacional del Nordeste. (2010). Core Eudicotiledoneas Clado Rosides. Biotaxonomia de Spermatofitas Diversidad Vegetal. FACENA. https://exa.unne.edu.ar/carreras/docs/8-%20Rosideas.pdf"
305,"CATIE. (2017). Estudio de la vegetación en áreas de intervención en la subcuenca del río Shullcas (p. 84). Agencia de los Estados Unidos para el Desarrollo Internacional (USAID). https://docplayer.es/84728737-Estudio-de-la-vegetacion-en-areas-de-intervencion-en-la-subcuenca-del-rio-shullcas.html"
306,"Pivcevic, C. (2010). ESTUDIO DE LA FLORA DEL HUMEDAL DE MANTAGUA (p. 250). Pontificio Universidad Catolica de Valparaiso. http://opac.pucv.cl/pucv_txt/txt-4000/UCG4076_01.pdf"
307,"Gay, C. (2010b). Historia fisica y politica de Chile, Botánica IV. Cámara Chilena de la Construcción: Pontificia Universidad Católica de Chile: Dirección de Bibliotecas, archivos y Museos. https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/147716/SM0000571_0004.pdf?sequence=5&isAllowed=y"
308,"Teillier, S., Villaseñor, R., Marticorena, A., Novoa, P., & Niemeyer, H. (2018). Flora del Litoral de la Región de Valparaíso. Los Molles-Santo Domingo. Guía para la identificación de las especies"
309,"Guerrido, C., Pissolito, C., Ferreyra, M., & Barros, A. (2020). 25 Plantas Alto andinas de la Patagonia Austral (1.a ed.). Universidad Nacional de la Patagonia Austral. https://www.unpa.edu.ar/sites/default/files/publicaciones_adjuntos/final_libro-25-plantas_altoandinas_compressed.pdf"
310,"Dollenz, O. (2020). Guía de Campo Vegetación Árboles y Arbustos Especies nativas e introducidas Región de Magallanes – Chile. Ediciones Universidad de Magallanes. https://aulavirtual.agro.unlp.edu.ar/pluginfile.php/76185/mod_folder/content/0/2020_Dolllenz_guia_botanica_Patagonia.pdf?forcedownload=1"
311,"Mattenet, F., Goyheneix, M., & Peri, P. (2015). Tintes naturales de plantas nativas (1.a ed.). Compendiada. https://inta.gob.ar/sites/default/files/inta_libro_tintes_naturales_de_plantas_nativas_colores_de_la_patagonia.pdf"
312,"Troiani, H. (1985). LAS ESPECIES DE BACCHARIS (COMPOSITAE) DE LA PROVINCIA DE LA  PAMPA. Rev. Fac. Agronomia. U.N.L Pam, 1(1-2), 46. https://repo.unlpam.edu.ar/bitstream/handle/unlpam/5703/v01n1-2a05troiani_c.pdf?sequence=1&isAllowed=y"
313,"Presl, C. (1833). Repertorium Botanicae Systematicae (Vol. 1). Typis Filiorum Theophili Haase. https://books.google.cl/books?hl=es&lr=&id=T0UHR9N_LmwC&oi=fnd&pg=PA1&dq=Adesmia+microphylla+hoja+pdf&ots=lPKuwE70jw&sig=LP3XC9u2SvaFPCntOqlLRadYV9k&redir_esc=y#v=onepage&q&f=false"
314,"Salinas, J., Ovando, V., Acuña, B., & Diaz, E. (2011c). ESTÁNDARES DE PRODUCCIÓN VEGETATIVA EN PLANTAS DE Baccharis patagónica Hook. & Arn. EN LA REGIÓN DE AYSÉN. (N.o 5). INFOR- Sede patagonia. https://www.researchgate.net/publication/260434752_ESTANDARES_DE_PRODUCCION_VEGETATIVA_EN_PLANTAS_DE_Baccharis_patagonica_Hook_Arn_EN_LA_REGION_DE_AYSEN"
315,"Cabrera, A. (1960). Notas Sobre Tipos De Compuestas Sudamericanas En Herbarios Europeos. III, Los Tipos De Ruiz y Pavon. BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA, 3(3-4), 195-215. https://botanicaargentina.org.ar/wp-content/uploads/2018/09/195-215005.pdf"
316,"Martinez, L. (2018). EVALUACIÓN DEL ESTADO DE CONSERVACIÓN DE SUELOS CONTAMINADOS POR LA RELAVERA EL MADRIGAL-AREQUIPA Y PROPUESTA DE FITORREMEDIACIÓN [UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA]. http://repositorio.unsa.edu.pe/bitstream/handle/UNSA/7789/CNDmamala2.pdf?sequence=1&isAllowed=y"
317,"Haloua, P. (1996). La Vegetación de Monte en el Yacimiento Aguada de la Pichana (p. 43). http://agro.unc.edu.ar/~biblio/La%20vegetacion%20del%20monte%20en%20el%20yacimiento%20Aguada%20de%20la%20Pichana.pdf"
319,"Alarcon, D., Hechenleitner, P., & Novoa, P. (2016). Arboles y Arbustos. Chilebosque - Conociendo y disfrutando de la flora de Chile. http://www.chilebosque.cl/"
320,"Steffany, S. (2020). DETERMINACIÓN DE LA HIPERACUMULACIÓN DE METALES PESADOS Cd, Pb Y As EN LA PLANTA NATIVA TAYA (Baccharis tola Phil.) DE LA DESMONTERA MINERA RUMIALLANA ENTRE LOS DISTRITOS DE YANACANCHA Y SIMÓN BOLÍVAR, PASCO, 2019—2020 [UNIVERSIDAD DE HUÁNUCO. FACULTAD DE INGENIERÍA]. http://200.37.135.58/bitstream/handle/123456789/2536/SOLIS%20CANTA%2c%20STEFFANY%20SUSAN.pdf?sequence=1&isAllowed=y"
321,"Ventura, R. (2018). FENOLOGÍA REPRODUCTIVA Y CRECIMIENTO DE PLANTINES DE ÑAK’A T’ULA (Baccharis tola) CON FINES DE MULTIPLICACIÓN DIRIGIDA [UNIVERSIDAD MAYOR DE SAN ANDRÉS. FACULTAD DE AGRONOMÍA]. https://repositorio.umsa.bo/bitstream/handle/123456789/17053/T-2512.pdf?sequence=1&isAllowed=y"
322,"Fundación para la Innovación Agraria. (2007). Volumen II. MODELO DE GESTION TERRITORIAL PARA EL DESARROLLO DE UNA AGROINDUSTRIA DE PRODUCTOS NATURALES ANDINOS ORGÁNICOS. http://bibliotecadigital.fia.cl/bitstream/handle/20.500.11944/146026/PIT-2007-0264_IA2_V2.pdf?sequence=3&isAllowed=y"
323,"Herrera, M. (2019). INTERACCIÓN PLANTA AMBIENTE EN LA VEGETACIÓN DE LA PUNA AUSTRAL DE LA ARGENTINA [UNIVERSIDAD NACIONAL DE CUYO. FACULTAD DE CIENCIAS MEDICAS]. https://core.ac.uk/download/pdf/224999475.pdf"
324,"Eyzaguirre, M., Van de Wyngard, M., Garcia, R., von Fürstenberg, P., & Donoso, G. (En línea). Catálogo fotográfico de plantas silvestres en Chile. Fundación RA Philippi de Estudios Naturales. https://fundacionphilippi.cl/catalogo/"
325,"Ricci, M., & Abello, L. (2012). JOYAS DE DOÑIHUE Y LA R. N. ROBLERIA DEL COBRE DE LONCHA. https://fundacionphilippi.cl/wp-content/uploads/2018/10/joyas_de_donihue_y_la_r_n_robleria_del_cobre_de_loncha.pdf"
326,"Marticorena, C., & Rodriguez, R. (2001). Flora de Chile. WINTERACEAE-RANUNCULACEAE (Vol. 2). Universidad de Concepción."
327,"Joseau, M., Meehan, A., Bobone, A., & Hernández, R. (2018). El uso múltiple del bosque. Producción sostenible de fibras, tejidos y tintes naturales en Argentina. Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA), Manuali e linee guida. https://www.isprambiente.gov.it/files2018/pubblicazioni/manuali-linee-guida/MLG_171_18_El_uso_multiple_bosque.pdf"
328,"Gay, C. (2009a). Historia fisica y politica de Chile, Botánica I. Cámara Chilena de la Construcción: Pontificia Universidad Católica de Chile: Dirección de Bibliotecas, archivos y Museos. http://www.bibliotecanacionaldigital.gob.cl/colecciones/BND/00/SM/SM0000571_0001.pdf"
330,"Palma, C. (2010). Evaluación de la viabilidad polínica de cuatro especies pertenecientes al género Berberis L. (Berberidaceae) [Universidad Austral de Chile. Facultad de Ciencias Agrarias]. http://cybertesis.uach.cl/tesis/uach/2010/fap171e/doc/fap171e.pdf"
331,"Cardenas, A. (2012). Identificación e incidencia de Puccinia meyeri-albertii P. Magn. En calafate (Berberis microphylla G. Forst.) y michay (Berberis darwinii Hook.) en el Llano Central de la región de La Araucanía [Universidad de la Frontera. Facultad de Ciencias Agropecuarias y Forestales]. http://bibliotecadigital.ufro.cl/?a=view&item=162"
332,"Finger, K., & Teillier, S. (2010). Contribución al conocimiento de la flora endémica de Taltal y Paposo, Región de Antofagasta (II), Chile. Chloris Chilensis, 13(2). https://www.chlorischile.cl/finger-flora%20paposo-taltal/finger-taltal.htm"
333,"Silva, F., Arribillaga, D., Dominguez, E., Códova, C., Gómez, C., & Salinas, J. (2020). Caracterización de las especies del género Berberis y sus propiedades funcionales. Región de Aysén, Chile. REVISTA DE AYSENOLOGÍA, 9, 57-59. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/30376/30376.pdf?sequence=1&isAllowed=y"
334,"Jara, C., De Solminihac, D., Maturana, M., Hermosilla, M., Tacon, A., Gonzalez, M., Fernandez, U., & Nuñez, J. (2014). Flora y Fauna de la Selva Valdiviana en la ciudad de Valdivia (Segunda). Parque Urbano El Bosque. https://forecos.cl/wp-content/uploads/2019/06/Libro-PUEB-Segunda-edici%C3%B3n.pdf"
336,"Flores, E., Perez, H., & Pedraza, M. (2017). CONTRIBUCIÓN AL CONOCIMIENTO DE LA DISTRIBUCIÓN DE TRES ESPECIES DE FLORA AMENAZADA EN LA CORDILLERA DE NAHUELBUTA. Chloris Chilensis, 20(1). https://www.chlorischile.cl/Nahuelbuta-novedades/tres%20especies%20nahuelbuta.htm"
337,"Flores, E., & Pedraza, M. (2019). Nuevos registros de Berberis negeriana (Berberidaceae) en la Cordillera de Nahuelbuta. Boletín Nahuelbuta Natural, 1-4. https://www.researchgate.net/publication/334534258_Nuevos_registros_de_Berberis_negeriana_Berberidaceae_en_la_Cordillera_de_Nahuelbuta"
